face_L,face_a,face_b,face_chroma,face_redness,face_uniformity,body_L,body_a,body_b,body_chroma,delta_L,delta_a,delta_b,hair_L,hair_chroma,hair_undertone,eye_L,eye_chroma,eye_clarity,contrast_face_hair,contrast_face_eye,contrast_overall,uv_index,cloud_cover,sun_angle,ambient_light_condition,white_balance_shift,shadow_level,highlight_level,noise_level,has_foundation,has_lipstick,has_contour,has_blush,ethnicity_baseline_L,ethnicity_baseline_a,ethnicity_baseline_b,ethnicity,season,sub_season
77.026,8.757,8.184,11.986,0.3227,0.8934,72.619,10.854,8.852,14.006,4.407,-2.097,-0.668,59.853,19.236,0.2486,54.276,16.925,0.7337,0.1717,0.2275,0.2349,1.05,22.95,29.92,0.7316,0.0291,0.2105,0.1458,0.2236,1,1,0,1,75.21,4.644,19.957,Caucasian,Spring,Spring_Light
71.759,4.53,20.432,20.928,0.32,0.8812,67.79,2.852,14.927,15.197,3.969,1.678,5.505,68.763,12.717,0.4363,40.013,12.624,0.5942,0.03,0.3175,0.2627,4.93,27.35,28.12,0.7411,-0.0086,0.0643,0.0788,0.1467,1,0,1,0,69.495,8.343,14.145,Caucasian,Spring,Spring_Light
83.158,3.417,-0.247,3.425,0.0698,0.8616,76.847,2.952,3.218,4.367,6.311,0.465,-3.464,17.026,2.788,-0.61,17.401,4.011,0.8023,0.6613,0.6576,0.4952,9.53,26.28,61.74,0.7881,0.0192,0.1534,0.1697,0.0381,0,1,0,0,71.519,9.701,21.635,Caucasian,Winter,Winter_Clear
63.566,6.769,6.755,9.563,0.2078,0.8707,60.279,8.172,7.624,11.176,3.286,-1.403,-0.869,25.499,3.927,-0.7659,44.53,5.203,0.5363,0.3807,0.1904,0.272,5.97,58.7,52.55,0.3741,0.0128,0.2326,0.3532,0.0273,0,1,0,0,52.163,16.91,25.789,Asian,Summer,Summer_Light
69.395,14.614,19.85,24.649,0.2584,0.8268,66.082,15.556,18.108,23.872,3.313,-0.942,1.743,17.183,5.084,0.542,26.403,4.344,0.8206,0.5221,0.4299,0.3667,7.65,37.47,72.65,0.6828,-0.0415,0.2194,0.1398,0.0165,1,1,1,1,57.297,9.164,12.037,African,Spring,Spring_Bright
51.167,5.647,2.149,6.042,0.2615,0.8476,40.532,6.622,2.087,6.943,10.635,-0.975,0.062,18.605,16.92,-0.3068,18.472,9.109,0.8338,0.3256,0.327,0.4211,3.85,56.32,39.89,0.5662,-0.0693,0.0669,0.1833,0.0245,1,1,0,1,48.056,7.097,15.27,Asian,Winter,Winter_Clear
30.893,10.817,5.01,11.921,0.209,0.729,14.44,7.066,5.256,8.806,16.452,3.752,-0.246,21.177,12.091,-0.3415,15.359,4.082,0.5477,0.0972,0.1553,0.2874,3.35,58.36,64.18,0.5569,0.163,0.1502,0.1868,0.0447,1,0,1,1,67.203,6.742,19.746,Caucasian,Winter,Winter_Deep
33.977,11.664,15.759,19.606,0.2226,0.885,29.964,9.607,18.718,21.039,4.013,2.057,-2.959,16.391,4.344,0.5949,26.971,14.68,0.2905,0.1759,0.0701,0.2129,5.35,93.3,56.65,0.05,-0.0267,0.3516,0.1844,0.0317,1,1,0,0,35.193,8.359,15.758,African,Autumn,Autumn_Soft
26.47,18.06,14.646,23.252,0.3459,0.87,21.021,21.815,11.401,24.615,5.449,-3.756,3.245,26.768,2.457,1.0,25.407,8.768,0.4661,0.003,0.0106,0.1991,1.22,7.3,52.58,0.7846,0.0051,0.0509,0.2871,0.0419,0,1,0,1,43.046,12.163,26.967,Asian,Autumn,Autumn_Warm
56.818,7.297,19.195,20.535,0.225,0.8626,54.455,6.104,17.207,18.258,2.363,1.192,1.988,24.902,6.387,0.177,28.326,4.281,0.4501,0.3192,0.2849,0.2599,5.28,73.65,35.7,0.4039,0.0424,0.2729,0.0875,0.095,1,0,0,1,62.245,7.824,24.846,Asian,Autumn,Autumn_Muted
51.875,17.352,20.334,26.732,0.4064,0.7731,48.725,16.615,18.583,24.928,3.15,0.737,1.751,32.18,8.022,0.5591,10.599,18.29,0.5858,0.1969,0.4128,0.4672,1.4,71.79,30.72,0.3676,0.0183,0.3006,0.1632,0.0009,0,1,0,1,58.81,12.893,23.05,Asian,Autumn,Autumn_Deep
38.106,13.462,27.684,30.784,0.246,0.8641,33.5,11.617,25.305,27.844,4.606,1.845,2.379,35.208,19.62,0.703,28.129,15.577,0.5837,0.029,0.0998,0.114,4.29,41.96,39.24,0.6431,0.2029,0.1723,0.1036,0.1009,0,1,0,0,49.019,14.96,19.627,Asian,Autumn,Autumn_Soft
69.598,5.149,-2.836,5.878,0.1723,0.7798,65.028,6.321,-2.36,6.747,4.569,-1.172,-0.477,20.795,4.971,-1.0,16.449,4.413,0.4921,0.488,0.5315,0.4513,0.33,69.98,35.92,0.3868,-0.0062,0.1334,0.2603,0.1107,1,0,0,0,74.022,5.871,15.171,Caucasian,Winter,Winter_Cool
26.622,1.79,-1.48,2.323,0.0976,0.7111,22.107,-0.589,-4.295,4.335,4.515,2.379,2.815,22.025,2.213,-0.7881,14.72,5.484,0.7552,0.046,0.119,0.3281,5.16,77.66,37.32,0.3298,-0.0031,0.0804,0.0625,0.0608,0,1,0,1,28.93,3.46,22.83,African,Winter,Winter_Clear
36.832,2.726,24.062,24.216,0.0807,0.7771,32.091,2.553,22.427,22.571,4.741,0.173,1.636,19.851,5.099,0.8933,23.553,8.024,0.4682,0.1698,0.1328,0.177,9.16,47.46,58.17,0.5205,0.0579,0.4077,0.1781,0.0004,1,0,0,1,45.421,6.083,19.056,Asian,Autumn,Autumn_Muted
81.946,11.091,13.78,17.689,0.2673,0.7881,78.579,9.082,18.16,20.304,3.367,2.009,-4.379,29.239,4.687,0.1372,35.834,7.04,0.6242,0.5271,0.4611,0.3804,9.26,50.6,78.09,0.529,-0.069,0.1274,0.2248,0.0933,1,1,1,0,71.768,8.069,21.446,Asian,Spring,Spring_Light
80.324,5.458,15.069,16.027,0.1592,0.9052,79.224,5.263,12.098,13.193,1.099,0.195,2.97,59.808,17.032,-0.1418,49.728,28.642,0.4857,0.2052,0.306,0.2244,7.29,29.76,48.35,0.6785,0.3,0.12,0.0637,0.0795,0,1,0,0,66.692,3.635,13.382,Caucasian,Summer,Summer_Light
54.945,3.7,7.519,8.38,0.1512,0.8908,51.806,4.1,11.614,12.316,3.139,-0.4,-4.094,45.931,9.745,-0.9908,42.878,8.86,0.376,0.0901,0.1207,0.1846,2.18,3.22,52.56,1.0,-0.0943,0.2383,0.2556,0.0989,0,1,0,0,55.046,6.875,12.029,Caucasian,Summer,Summer_Soft
18.803,21.64,21.505,30.508,0.4566,0.863,14.76,21.633,19.513,29.133,4.043,0.007,1.992,10.77,9.89,0.6168,27.764,8.615,0.5786,0.0803,0.0896,0.2072,1.84,49.88,90.0,0.5547,0.0135,0.1228,0.0805,0.0943,0,1,0,0,39.555,2.172,16.378,African,Autumn,Autumn_Deep
60.829,4.009,4.801,6.255,0.1296,0.888,55.297,4.567,2.71,5.31,5.532,-0.558,2.09,25.744,3.978,-0.5633,27.572,12.401,0.5206,0.3508,0.3326,0.2876,0.4,97.71,14.22,0.1435,0.0791,0.0506,0.0803,0.0213,1,0,0,0,50.718,6.787,18.619,Asian,Summer,Summer_Light
56.595,5.001,5.678,7.567,0.2884,0.8741,54.402,-0.906,3.469,3.586,2.193,5.907,2.209,14.384,3.03,-0.9979,21.962,4.888,0.8429,0.4221,0.3463,0.3401,1.79,46.78,35.14,0.5429,-0.2666,0.3577,0.0816,0.0819,1,0,1,0,56.997,6.517,16.191,Caucasian,Winter,Winter_Clear
62.888,12.377,14.898,19.369,0.3399,0.8275,61.947,14.002,15.973,21.242,0.941,-1.625,-1.075,41.292,13.882,0.6436,20.964,8.826,0.2768,0.216,0.4192,0.2515,6.1,23.95,69.66,0.806,0.0081,0.393,0.0809,0.0332,0,1,0,1,73.013,11.038,8.363,Caucasian,Autumn,Autumn_Muted
50.331,7.098,16.357,17.831,0.1819,0.8959,49.685,9.142,12.987,15.882,0.646,-2.043,3.37,33.374,3.688,0.0155,26.873,13.262,0.2554,0.1696,0.2346,0.2137,8.16,20.86,84.92,0.7884,-0.1106,0.2599,0.0342,0.0055,1,0,0,0,62.065,6.625,13.819,Caucasian,Autumn,Autumn_Muted
82.395,15.159,25.819,29.94,0.3507,0.7954,80.628,12.669,22.766,26.054,1.767,2.49,3.052,54.424,27.147,0.6007,39.071,7.17,0.6685,0.2797,0.4332,0.3089,9.58,10.03,62.94,0.9081,0.0341,0.3586,0.137,0.2215,1,0,0,1,79.877,6.405,12.312,Caucasian,Spring,Spring_Warm
45.805,7.785,1.082,7.86,0.3251,0.8691,39.992,6.278,3.758,7.316,5.812,1.507,-2.676,15.596,5.231,-0.2245,42.287,6.439,0.4247,0.3021,0.0352,0.1442,3.02,73.98,45.65,0.3796,-0.0552,0.0508,0.2091,0.0527,1,1,1,1,47.552,8.043,21.126,African,Summer,Summer_Soft
58.221,6.288,18.308,19.358,0.2585,0.8289,54.129,4.596,23.399,23.846,4.092,1.692,-5.09,26.054,3.844,0.4636,39.392,7.908,0.779,0.3217,0.1883,0.2565,5.04,24.28,18.37,0.6628,-0.1062,0.1356,0.228,0.1651,1,0,1,1,50.799,8.13,21.366,Asian,Spring,Spring_Light
42.904,7.113,6.811,9.848,0.1874,0.8531,40.25,8.508,3.455,9.183,2.654,-1.395,3.356,13.473,7.749,-0.8901,23.248,13.325,0.7167,0.2943,0.1966,0.1608,6.44,0.0,67.87,0.9782,0.0518,0.0461,0.1068,0.0055,0,1,0,0,40.339,7.881,16.949,African,Summer,Summer_Light
42.919,3.633,14.092,14.553,0.2534,0.8586,36.296,2.162,12.823,13.004,6.623,1.471,1.269,20.683,3.738,-0.2596,13.345,8.019,0.646,0.2224,0.2957,0.2472,2.47,26.7,41.2,0.7599,-0.0388,0.2395,0.1837,0.0975,0,1,0,0,34.848,9.482,13.279,African,Summer,Summer_Light
37.879,6.728,19.691,20.809,0.1275,0.7999,33.847,6.963,20.034,21.21,4.032,-0.235,-0.344,16.744,5.037,0.5023,30.772,8.65,0.3976,0.2113,0.0711,0.1767,1.18,56.17,66.97,0.5795,-0.0143,0.2224,0.141,0.022,0,0,0,1,41.558,8.615,12.921,African,Autumn,Autumn_Soft
37.032,4.427,18.45,18.973,0.1186,0.9118,33.516,5.821,18.678,19.564,3.516,-1.394,-0.228,68.778,16.638,0.683,23.037,8.41,0.6483,0.3175,0.14,0.2212,7.14,3.34,83.1,1.0,-0.003,0.2616,0.2284,0.029,1,1,0,1,40.906,10.248,15.057,African,Spring,Spring_Light
43.336,9.036,1.59,9.175,0.2591,0.8268,37.265,6.566,2.322,6.965,6.071,2.47,-0.732,26.424,5.664,-0.7824,31.563,8.968,0.6151,0.1691,0.1177,0.3531,8.43,0.54,72.15,1.0,-0.0215,0.107,0.0825,0.0041,0,0,0,0,58.791,5.889,23.241,Asian,Winter,Winter_Deep
28.955,7.331,20.145,21.438,0.2754,0.8808,19.506,8.2,20.748,22.31,9.449,-0.869,-0.603,9.199,3.608,0.5814,25.91,8.795,0.5474,0.1976,0.0304,0.2586,5.85,57.7,48.31,0.545,-0.1225,0.1008,0.1028,0.0434,1,1,1,0,35.383,4.809,17.839,African,Autumn,Autumn_Deep
80.847,3.288,2.474,4.114,0.0888,0.8293,77.845,4.028,0.267,4.037,3.002,-0.741,2.207,22.972,6.78,-0.4552,26.368,7.169,0.8457,0.5788,0.5448,0.5208,5.96,35.74,67.53,0.5931,0.0765,0.1417,0.2088,0.0164,1,1,1,0,75.463,6.986,14.981,Caucasian,Winter,Winter_Clear
85.622,16.794,14.198,21.992,0.3759,0.929,84.203,14.839,12.894,19.658,1.419,1.955,1.305,62.092,26.753,0.7212,56.303,21.026,0.7855,0.2353,0.2932,0.3821,0.0,80.92,20.43,0.2941,0.0145,0.2479,0.1774,0.0146,1,1,1,1,74.407,9.921,14.927,Caucasian,Spring,Spring_Bright
63.288,3.129,2.954,4.303,0.1122,0.8645,53.763,3.968,1.87,4.386,9.525,-0.838,1.084,45.417,9.643,-0.022,41.631,7.971,0.4926,0.1787,0.2166,0.1323,1.97,38.44,26.77,0.6448,0.0255,0.0397,0.3506,0.0448,1,1,1,0,54.594,10.712,17.526,Caucasian,Summer,Summer_Soft
66.416,6.179,24.581,25.346,0.1602,0.7699,55.833,5.208,27.152,27.647,10.583,0.971,-2.571,8.729,2.678,0.0084,30.304,8.712,0.5831,0.5769,0.3611,0.4041,1.34,90.87,36.69,0.1243,-0.0054,0.3538,0.1099,0.0051,1,0,1,0,51.636,11.408,16.385,Asian,Spring,Spring_Clear
62.485,14.407,-1.311,14.467,0.3539,0.9166,55.589,15.138,3.642,15.57,6.895,-0.731,-4.953,18.602,2.692,0.0355,29.949,7.293,0.6969,0.4388,0.3254,0.4622,5.11,28.81,55.79,0.6344,0.0181,0.2948,0.0541,0.1011,1,1,0,0,67.129,1.153,13.758,Caucasian,Winter,Winter_Clear
33.892,1.781,4.932,5.244,0.0966,0.9206,30.352,3.791,-0.994,3.919,3.54,-2.009,5.927,17.045,5.87,-0.7384,19.522,20.917,0.6777,0.1685,0.1437,0.2314,1.05,72.25,43.23,0.4652,-0.0206,0.1369,0.2613,0.1492,1,1,0,0,27.33,5.812,12.361,African,Summer,Summer_Cool
76.389,1.85,-4.813,5.157,0.1647,0.7848,70.201,0.563,-0.19,0.594,6.188,1.287,-4.623,28.027,3.445,-0.8387,25.818,9.539,0.6418,0.4836,0.5057,0.4081,7.39,46.6,58.31,0.6087,-0.0009,0.0962,0.0875,0.045,0,0,0,0,83.609,6.607,12.966,Caucasian,Winter,Winter_Cool
68.645,7.368,24.102,25.203,0.146,0.8939,67.312,6.349,22.216,23.105,1.333,1.02,1.886,33.757,8.264,-0.1683,29.336,12.402,0.576,0.3489,0.3931,0.2794,10.53,41.68,61.33,0.5239,-0.0769,0.4773,0.1385,0.014,1,0,0,0,74.977,7.249,9.639,Caucasian,Autumn,Autumn_Muted
62.798,6.641,22.956,23.898,0.1985,0.8654,58.752,9.224,18.897,21.028,4.045,-2.583,4.059,12.358,5.188,0.7881,17.809,3.535,0.5412,0.5044,0.4499,0.3499,9.16,3.54,78.77,0.9103,0.2033,0.0353,0.1931,0.0058,1,1,1,0,64.476,7.986,19.846,Asian,Autumn,Autumn_Muted
51.489,2.193,-2.988,3.707,0.1199,0.8812,47.702,1.637,1.855,2.473,3.786,0.557,-4.843,28.57,3.163,-1.0,37.861,23.674,0.773,0.2292,0.1363,0.2556,5.26,78.33,43.85,0.2093,0.1087,0.1352,0.034,0.054,0,0,0,0,55.777,12.594,18.227,Asian,Winter,Winter_Cool
58.321,17.509,25.627,31.037,0.3526,0.8662,53.626,17.754,25.402,30.991,4.694,-0.245,0.225,34.935,4.94,0.6603,32.28,13.294,0.7249,0.2339,0.2604,0.3077,10.95,24.57,70.58,0.926,-0.0398,0.0847,0.0349,0.0834,1,0,1,0,63.736,10.034,18.162,Caucasian,Autumn,Autumn_Warm
45.328,10.772,24.244,26.529,0.3272,0.8177,41.503,9.236,24.773,26.439,3.825,1.535,-0.529,24.254,6.767,0.8158,25.546,11.516,0.4709,0.2107,0.1978,0.1723,4.75,17.84,66.83,0.9454,0.0246,0.0763,0.1839,0.0441,0,1,0,1,43.701,8.957,14.653,African,Autumn,Autumn_Soft
71.926,5.04,19.751,20.384,0.2226,0.7527,67.42,6.438,18.683,19.761,4.505,-1.398,1.068,29.616,4.806,0.951,18.2,5.92,0.7137,0.4231,0.5373,0.434,2.95,41.94,18.67,0.6245,-0.2314,0.0959,0.1315,0.0109,0,0,0,1,75.754,7.975,11.784,Caucasian,Autumn,Autumn_Deep
44.573,9.38,19.582,21.712,0.3136,0.8889,42.529,11.279,21.702,24.458,2.043,-1.899,-2.12,38.045,20.64,1.0,25.564,4.382,0.5125,0.0653,0.1901,0.1996,8.69,29.36,13.39,0.797,-0.0161,0.1258,0.2106,0.0884,1,0,0,1,46.302,8.275,11.882,Asian,Autumn,Autumn_Muted
31.96,5.22,4.783,7.08,0.1783,0.8963,25.458,1.269,6.989,7.103,6.502,3.951,-2.205,25.451,4.156,-0.7369,28.41,9.687,0.3963,0.0651,0.0355,0.0912,3.12,76.41,11.92,0.3239,0.07,0.2318,0.4353,0.0252,0,0,0,1,38.169,7.943,19.026,African,Summer,Summer_Soft
55.381,11.913,22.219,25.211,0.2556,0.8643,48.362,11.356,18.041,21.318,7.02,0.557,4.178,15.778,6.774,0.8152,15.468,5.826,0.3942,0.396,0.3991,0.3101,6.82,28.66,44.64,0.7231,-0.0079,0.2524,0.1685,0.0155,0,1,0,0,60.529,13.387,19.846,Asian,Spring,Spring_Warm
46.259,5.19,8.649,10.087,0.1601,0.8095,41.709,1.941,9.143,9.347,4.55,3.25,-0.494,11.064,2.948,-0.5563,19.574,11.586,0.2573,0.3519,0.2669,0.1906,2.73,26.8,34.31,0.5923,-0.0063,0.0999,0.2469,0.2526,1,1,1,0,46.381,5.238,12.898,African,Summer,Summer_Soft
59.157,3.116,-4.256,5.275,0.1593,0.8645,56.446,4.481,-1.269,4.657,2.712,-1.365,-2.987,24.376,4.036,-0.2828,36.041,5.223,0.8825,0.3478,0.2312,0.3144,5.25,57.14,39.51,0.5201,0.0162,0.1045,0.2815,0.0157,1,1,1,1,57.79,13.741,22.445,Asian,Winter,Winter_Clear
67.996,3.021,-0.901,3.153,0.1572,0.8074,64.536,2.665,-0.452,2.703,3.461,0.356,-0.449,25.377,7.044,-0.6308,30.053,4.076,0.6687,0.4262,0.3794,0.4017,8.46,56.03,65.88,0.4203,-0.1946,0.0211,0.0718,0.021,1,0,0,1,72.299,9.762,20.024,Asian,Winter,Winter_Clear
44.104,3.542,5.289,6.366,0.087,0.8728,38.517,2.844,7.747,8.253,5.587,0.698,-2.458,25.191,2.449,-0.7587,26.976,4.919,0.6784,0.1891,0.1713,0.3036,4.98,55.79,62.15,0.431,-0.0413,0.1374,0.1942,0.0737,0,0,0,0,60.037,12.851,15.957,Asian,Winter,Winter_Deep
65.406,7.152,19.591,20.856,0.3025,0.8758,62.043,7.981,20.722,22.206,3.363,-0.829,-1.13,58.131,28.172,0.584,56.85,21.722,0.7744,0.0728,0.0856,0.2583,7.92,13.21,69.19,0.8306,-0.0442,0.0691,0.0567,0.0353,1,1,0,1,54.164,10.902,14.347,Caucasian,Spring,Spring_Clear
57.101,5.555,31.736,32.218,0.1963,0.7597,56.035,7.839,28.771,29.82,1.066,-2.284,2.965,16.917,12.679,0.8146,36.198,5.927,0.305,0.4018,0.209,0.3067,8.06,74.21,73.85,0.1984,0.2662,0.0643,0.1556,0.0892,0,0,0,0,62.855,10.674,21.435,Asian,Autumn,Autumn_Muted
48.671,19.098,25.993,32.255,0.3904,0.8019,47.886,18.889,25.379,31.637,0.785,0.21,0.613,11.537,2.516,1.0,25.118,6.483,0.4653,0.3713,0.2355,0.3567,6.66,94.03,52.46,0.1082,0.0695,0.3096,0.0198,0.0853,1,1,1,1,64.156,3.274,17.791,Asian,Autumn,Autumn_Deep
78.468,16.884,17.94,24.635,0.3071,0.789,75.656,16.239,19.07,25.048,2.811,0.645,-1.131,57.007,25.035,0.9979,44.145,20.404,0.4748,0.2146,0.3432,0.3357,1.62,15.34,33.99,0.8156,0.0118,0.1228,0.186,0.0377,1,1,1,1,69.718,5.446,14.401,Caucasian,Spring,Spring_Warm
30.625,6.511,13.774,15.236,0.2621,0.8368,29.647,5.042,13.961,14.844,0.978,1.469,-0.187,25.445,8.748,-0.3149,20.043,6.834,0.4204,0.0518,0.1058,0.1272,5.85,50.56,75.92,0.5366,0.0716,0.3484,0.0114,0.0094,1,0,0,1,36.65,5.538,8.798,African,Summer,Summer_Soft
48.765,8.074,16.727,18.573,0.2208,0.8238,46.24,6.739,16.93,18.222,2.525,1.335,-0.203,19.91,4.477,0.6781,34.74,5.309,0.5171,0.2886,0.1403,0.2387,7.75,56.4,71.49,0.4837,0.0127,0.0781,0.2912,0.029,0,1,0,0,45.349,7.871,15.62,Asian,Spring,Spring_Light
29.603,9.83,15.311,18.195,0.2513,0.7398,22.59,7.69,12.564,14.73,7.012,2.14,2.747,20.126,3.93,0.3908,25.463,11.645,0.3766,0.0948,0.0414,0.1607,7.12,68.75,44.49,0.3376,0.0051,0.1582,0.1508,0.1359,1,1,0,1,32.038,12.232,9.477,African,Autumn,Autumn_Muted
58.835,4.678,4.581,6.548,0.1309,0.873,58.8,5.113,4.806,7.017,0.036,-0.435,-0.225,26.386,17.3,-0.5066,27.16,7.314,0.5777,0.3245,0.3168,0.1992,5.44,16.47,70.15,0.9228,0.0058,0.4691,0.1199,0.0053,1,1,1,0,65.724,14.491,21.336,Asian,Summer,Summer_Soft
79.766,-3.944,7.411,8.395,0.02,0.8178,75.997,-1.228,10.641,10.711,3.768,-2.716,-3.229,46.688,10.922,0.1221,35.028,4.171,0.4982,0.3308,0.4474,0.2706,6.93,23.5,80.25,0.8944,-0.0323,0.0747,0.3976,0.0157,1,0,0,0,71.384,8.799,21.573,Caucasian,Summer,Summer_Soft
52.548,10.912,13.894,17.667,0.3603,0.8742,47.27,11.633,10.803,15.875,5.278,-0.721,3.091,21.655,5.582,0.8481,32.142,7.828,0.8122,0.3089,0.2041,0.2946,1.95,45.19,66.63,0.591,-0.0796,0.1626,0.1799,0.026,0,1,0,0,37.406,9.128,21.331,African,Spring,Spring_Bright
57.573,14.9,19.46,24.509,0.3803,0.8661,54.601,13.454,22.082,25.858,2.972,1.446,-2.622,20.402,4.382,0.563,27.678,15.649,0.3506,0.3717,0.2989,0.2756,3.32,24.9,30.74,0.8983,-0.0842,0.1341,0.1269,0.0251,1,0,1,1,68.546,7.354,16.311,Asian,Autumn,Autumn_Muted
54.22,18.25,37.09,41.337,0.2742,0.856,52.463,13.475,36.456,38.867,1.757,4.775,0.634,19.525,4.952,0.9591,34.368,15.388,0.5442,0.347,0.1985,0.325,2.26,39.67,57.91,0.6791,0.3,0.0697,0.0151,0.1422,0,0,0,1,46.584,7.829,14.854,African,Spring,Spring_Warm
27.074,4.582,6.73,8.142,0.1159,0.8876,23.954,1.115,4.707,4.838,3.12,3.466,2.023,12.271,15.439,0.099,17.581,6.405,0.5586,0.148,0.0949,0.145,6.22,57.44,48.94,0.48,0.0777,0.1065,0.0547,0.226,0,1,0,0,21.053,8.064,7.311,African,Summer,Summer_Soft
54.266,0.952,4.766,4.86,0.043,0.8162,51.884,3.595,3.929,5.325,2.382,-2.643,0.836,50.706,24.235,-0.2197,41.959,9.299,0.5073,0.0356,0.1231,0.1471,0.66,100.0,0.8,0.05,0.0859,0.2648,0.0334,0.0364,1,1,0,0,50.443,7.29,16.768,Caucasian,Summer,Summer_Muted
53.127,22.172,27.426,35.268,0.4302,0.8089,45.165,24.428,28.7,37.689,7.962,-2.255,-1.274,20.812,6.239,0.7501,26.313,5.016,0.59,0.3232,0.2681,0.3515,5.22,24.8,27.91,0.8467,0.0388,0.3985,0.1016,0.0081,1,1,0,0,57.309,11.289,15.91,Asian,Autumn,Autumn_Warm
84.71,5.339,18.881,19.621,0.1315,0.8017,76.785,3.714,21.618,21.935,7.925,1.624,-2.737,62.127,17.139,0.3643,49.309,14.663,0.9119,0.2258,0.354,0.2836,3.81,66.86,67.23,0.3616,-0.0103,0.0245,0.2619,0.022,0,0,0,0,74.799,2.51,18.433,Caucasian,Spring,Spring_Bright
61.217,3.189,8.265,8.859,0.0775,0.8403,58.263,3.378,4.043,5.269,2.954,-0.189,4.222,22.507,4.901,-0.4753,26.143,6.627,0.3061,0.3871,0.3507,0.2829,5.1,50.61,31.78,0.6366,0.1125,0.048,0.0542,0.0318,1,0,0,0,47.093,9.807,23.038,Asian,Summer,Summer_Muted
69.472,8.68,0.724,8.71,0.2892,0.8818,63.501,11.977,3.694,12.533,5.971,-3.297,-2.971,22.029,13.557,-0.6388,22.463,5.428,0.8598,0.4744,0.4701,0.54,3.67,47.82,78.05,0.5254,-0.008,0.0629,0.3803,0.2393,1,1,1,1,63.943,12.359,12.143,Caucasian,Winter,Winter_Clear
68.002,11.552,16.667,20.279,0.2937,0.7556,62.553,14.843,19.666,24.639,5.449,-3.291,-2.999,38.07,18.25,-0.098,29.854,6.677,0.2761,0.2993,0.3815,0.2695,0.0,55.23,49.1,0.5257,-0.0757,0.3656,0.2921,0.0542,0,1,0,1,68.056,4.33,15.503,Caucasian,Autumn,Autumn_Muted
46.146,4.129,1.397,4.359,0.1195,0.7465,43.512,2.591,3.425,4.295,2.633,1.537,-2.028,19.217,2.547,-0.4311,21.38,7.03,0.7541,0.2693,0.2477,0.3442,0.95,84.71,61.35,0.1579,0.2846,0.2363,0.3233,0.0129,0,0,0,0,60.364,4.346,16.3,Asian,Winter,Winter_Deep
56.943,2.131,5.356,5.764,0.141,0.8532,53.942,2.74,2.583,3.765,3.001,-0.609,2.773,35.506,8.08,-0.4371,36.17,8.944,0.4728,0.2144,0.2077,0.2064,3.6,29.57,34.4,0.7794,0.0569,0.0374,0.1455,0.0366,1,0,0,0,62.575,10.491,18.005,Asian,Summer,Summer_Muted
72.328,11.675,17.737,21.235,0.2033,0.88,68.766,11.388,16.345,19.921,3.562,0.288,1.392,58.77,13.2,0.5773,27.43,7.64,0.7248,0.1356,0.449,0.3312,5.49,67.37,50.57,0.3929,0.0098,0.1634,0.113,0.0578,1,0,0,1,57.968,3.942,19.14,Asian,Spring,Spring_Clear
46.771,5.289,0.826,5.353,0.1818,0.7501,42.517,1.215,1.432,1.878,4.255,4.074,-0.606,16.753,2.024,-0.6226,26.689,7.133,0.7365,0.3002,0.2008,0.2731,6.21,72.68,45.71,0.4107,0.1324,0.431,0.0491,0.0036,0,1,0,1,55.835,8.329,14.692,Asian,Winter,Winter_Cool
83.324,5.181,5.51,7.564,0.1649,0.8814,80.786,4.496,6.266,7.712,2.538,0.686,-0.756,49.634,22.69,-0.7685,32.825,23.681,0.2,0.3369,0.505,0.3189,5.78,64.01,70.85,0.499,-0.0816,0.014,0.0467,0.0073,1,1,0,1,73.283,10.402,11.239,Caucasian,Summer,Summer_Muted
70.459,3.432,1.967,3.955,0.1492,0.8194,65.834,3.895,0.915,4.001,4.625,-0.463,1.051,24.291,5.046,-0.7514,18.515,4.724,0.4429,0.4617,0.5194,0.5093,6.26,62.11,56.65,0.5047,0.0956,0.11,0.0389,0.0253,0,1,0,0,71.367,8.269,15.812,Caucasian,Winter,Winter_Deep
37.281,0.567,3.984,4.024,0.1019,0.888,27.798,2.4,5.985,6.448,9.483,-1.833,-2.001,25.184,3.256,-0.189,29.225,18.047,0.5747,0.121,0.0806,0.3431,8.16,70.73,66.78,0.3965,-0.2064,0.1702,0.4039,0.2094,1,0,1,0,44.14,8.337,13.795,African,Winter,Winter_Deep
62.382,10.41,12.997,16.652,0.2199,0.8696,59.089,13.508,16.35,21.209,3.293,-3.098,-3.353,15.749,4.06,0.5236,25.773,3.668,0.7562,0.4663,0.3661,0.3647,5.77,77.64,60.7,0.304,0.0151,0.0277,0.12,0.1649,1,1,0,1,50.718,10.028,12.185,Asian,Spring,Spring_Clear
57.684,4.806,-1.004,4.91,0.2157,0.8676,52.61,6.719,-0.31,6.727,5.074,-1.913,-0.694,11.389,12.815,-0.5325,30.684,12.495,0.7749,0.463,0.27,0.4486,1.04,4.42,46.81,0.8588,-0.0034,0.165,0.1953,0.0995,0,0,0,1,63.821,9.069,24.257,Asian,Winter,Winter_Deep
48.217,6.703,19.722,20.83,0.1865,0.8613,34.094,5.089,19.153,19.817,14.123,1.614,0.57,20.571,3.65,0.6874,32.862,11.769,0.3246,0.2765,0.1536,0.1748,4.32,37.55,26.18,0.6187,0.0024,0.0241,0.2691,0.0389,0,0,0,1,51.592,12.551,18.088,Asian,Autumn,Autumn_Muted
